GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
24514.08,0.71,79.61,0.05,0.19,0.91,2.78,0.51,1147040835,81.89,4.41,0.04,60.39,35.89,9.16,58.97,3.02,52.26,77.94,0.03,76.22
45998.48,0.98,55.13,0.74,0.35,0.2,19.18,0.79,581442896,41.57,8.42,0.7,83.74,35.66,2.67,38.94,8.71,44.31,40.38,0.84,80.78
17365.17,0.4,79.79,0.57,0.26,0.82,19.63,0.74,207379863,35.72,7.14,0.88,44.62,37.99,7.4,94.87,5.6,40.09,13.03,0.31,63.25
44882.27,0.23,64.17,0.81,0.48,0.63,19.43,0.63,317069911,64.12,4.28,0.22,99.0,46.41,9.81,90.77,5.93,64.46,63.16,0.73,68.45
52189.51,0.66,60.98,0.92,0.37,0.13,7.41,0.88,516565391,71.48,5.01,0.69,65.31,46.9,9.28,75.93,8.95,69.98,66.85,0.83,57.45
39427.87,0.54,69.73,0.34,0.41,0.66,10.43,0.71,435827158,35.45,4.03,0.4,97.35,54.28,9.43,41.24,4.27,47.92,28.61,0.32,52.2
49529.63,0.43,82.22,0.35,-0.16,0.15,2.37,0.56,336971142,49.16,4.5,0.31,94.54,49.97,2.12,55.7,6.67,69.45,39.04,0.92,90.8
12330.48,0.94,76.63,0.88,0.29,0.49,7.4,0.87,133836954,49.65,4.33,0.45,99.4,45.3,4.32,61.99,6.51,78.53,72.55,0.12,86.45
1565.55,0.45,82.03,0.3,0.24,0.5,2.45,0.53,985404613,42.98,6.77,0.56,91.11,50.07,9.54,89.53,6.99,60.55,78.61,0.43,53.41
42409.88,0.9,82.37,0.75,0.03,0.12,15.45,0.54,497232821,87.55,6.41,0.79,45.57,20.8,9.53,38.69,3.47,70.59,44.61,0.07,83.08
5363.83,0.77,74.19,0.46,0.11,0.52,10.76,0.79,1341916105,86.58,8.71,0.3,94.32,50.92,4.28,93.62,5.51,84.53,73.43,0.85,90.55
45596.57,0.66,55.57,0.6,0.49,0.88,14.86,0.8,245633699,47.66,4.97,0.34,44.59,49.99,3.06,95.49,5.57,56.41,65.54,0.41,63.52
57192.82,0.15,77.38,0.42,-0.04,0.95,17.86,0.69,236892400,89.83,6.68,0.81,86.82,34.4,6.82,51.42,7.98,59.89,75.11,0.6,86.72
30600.48,0.11,69.51,0.31,0.25,0.59,12.04,0.89,465057316,87.89,6.85,0.89,82.73,27.09,6.07,75.08,8.67,78.37,58.54,0.96,50.65
55534.66,0.16,56.31,0.7,0.18,0.97,9.93,0.79,1064264581,33.07,8.12,0.33,77.28,39.24,6.5,77.07,3.71,92.9,44.3,0.17,96.94
51225.65,0.34,60.37,0.89,0.26,0.91,3.69,0.86,855384368,32.8,5.78,0.32,82.87,38.61,8.05,59.34,6.97,84.79,76.5,0.79,82.14
28289.56,0.38,53.88,0.11,-0.17,0.92,14.31,0.57,533518416,86.07,5.9,0.76,66.67,49.47,8.53,67.13,7.02,87.75,67.22,0.29,90.02
28143.91,0.41,56.38,0.96,-0.13,0.19,10.15,0.71,1069756652,42.99,5.95,1.0,47.13,27.96,9.98,41.54,3.34,81.41,51.34,0.92,67.17
32920.79,0.17,54.21,0.62,-0.03,0.92,9.12,0.92,372954299,62.02,6.16,0.65,93.06,31.26,4.21,59.68,7.53,79.31,66.86,0.63,90.97
50138.49,0.73,56.69,0.42,0.03,0.23,2.04,0.98,737929924,51.89,6.3,0.73,80.36,36.57,4.54,50.12,3.97,82.4,70.56,0.18,66.85
8822.35,0.13,80.18,0.77,0.38,0.1,15.43,0.93,860428556,79.33,8.29,0.47,86.16,44.43,4.74,65.55,5.24,80.07,77.22,0.88,78.44
49050.73,0.37,80.49,0.77,0.31,0.44,2.49,0.91,1434173341,35.43,6.35,0.55,70.7,58.13,7.47,59.23,3.9,90.25,28.42,0.64,80.76
7728.97,0.21,52.21,0.11,0.09,0.26,2.77,0.99,1292415463,77.3,5.77,0.42,56.07,48.82,2.95,30.15,8.25,53.09,58.97,0.08,53.35
46141.58,0.65,80.19,0.41,0.47,0.25,12.62,0.65,9293122,48.17,8.49,0.94,85.8,20.8,3.36,82.58,6.58,88.04,55.52,0.03,92.99
44984.68,0.53,71.11,0.41,-0.05,0.83,14.98,0.52,1311940760,78.71,8.88,0.34,76.44,46.06,8.92,62.75,8.59,74.4,70.3,0.29,61.38
1427.89,0.98,75.3,0.89,0.16,0.86,13.08,0.59,171273807,59.51,4.44,0.82,74.47,20.83,2.03,42.47,3.56,81.27,69.73,0.46,75.95
16904.14,0.25,74.13,0.99,-0.12,0.01,13.98,0.73,443703681,85.41,8.0,0.45,92.66,28.3,2.29,72.6,4.86,57.43,32.37,0.76,61.23
14510.24,0.81,73.2,0.66,0.13,0.52,7.98,0.53,183003166,60.27,8.7,0.88,48.24,35.58,6.97,92.36,6.78,42.7,41.44,0.52,92.91
44888.05,0.99,73.06,0.45,0.05,0.07,8.62,0.6,990015852,71.82,7.77,0.19,54.87,46.79,9.29,52.72,5.57,88.15,29.33,0.17,69.97
5713.73,0.92,53.26,0.71,-0.02,0.39,4.95,0.69,1314847737,42.53,6.06,0.71,93.89,51.29,8.64,43.23,3.56,57.04,78.49,0.71,92.21
35736.81,0.16,67.19,0.66,-0.08,0.39,14.06,0.75,1429708573,55.67,6.99,0.24,85.99,49.6,6.45,56.15,5.71,79.85,12.55,0.25,56.64
18048.51,0.33,71.05,0.1,-0.15,0.82,16.4,0.98,272107499,67.66,5.54,0.29,57.17,27.52,2.68,53.07,4.65,47.05,74.88,0.98,59.01
57873.25,0.84,65.91,0.07,0.0,0.15,10.86,0.88,343079948,62.02,4.13,0.81,51.55,50.14,4.57,45.83,4.93,70.46,63.14,0.15,81.11
40805.77,0.04,55.43,0.82,0.3,0.17,11.78,0.94,738034058,86.58,5.22,0.03,97.54,48.33,2.67,40.22,3.28,66.01,25.34,0.07,60.81
34673.88,0.68,52.3,0.2,0.37,0.39,9.61,0.79,350440874,86.11,5.47,0.17,75.41,52.23,8.48,73.7,7.77,49.14,42.09,0.25,80.51
38526.38,0.43,64.94,0.96,0.14,0.99,9.24,0.68,317737472,39.85,6.97,0.72,52.04,36.34,8.28,93.43,4.1,48.38,31.08,0.01,73.18
12170.69,0.29,77.37,0.37,0.46,0.5,14.37,0.58,590951713,70.06,4.91,0.65,64.69,42.27,3.72,91.63,7.95,72.77,39.5,0.69,57.63
42468.2,0.31,56.78,0.05,0.35,0.46,19.59,0.79,726201377,88.94,6.95,0.95,84.8,32.39,3.7,89.3,8.9,57.28,34.06,0.24,64.33
57338.49,0.66,71.33,0.1,0.48,0.29,15.49,0.88,563009753,88.79,5.56,0.85,97.48,22.84,7.07,87.36,5.63,62.93,54.52,0.46,59.73
15399.74,0.1,83.98,0.93,0.4,0.85,5.69,0.68,827320161,47.98,6.83,0.59,69.84,24.2,7.49,53.81,7.34,68.91,58.31,0.87,51.06
54469.0,0.28,66.86,0.23,0.46,0.56,14.09,0.76,1148887350,32.85,6.09,0.91,42.22,54.8,9.16,31.58,8.67,64.78,41.65,0.88,85.49
47781.23,0.3,58.04,0.97,0.12,0.24,3.9,0.51,293956759,75.6,5.63,0.82,67.91,51.25,5.09,46.77,7.5,85.75,48.62,0.82,82.91
16387.7,0.02,51.62,0.95,-0.04,0.06,7.44,0.64,1434852008,60.63,8.45,0.09,62.34,20.61,3.21,98.94,3.84,84.88,64.65,0.01,62.1
56429.37,0.73,61.28,0.99,0.36,0.25,15.44,0.51,1298618473,87.36,8.3,0.22,51.96,57.84,8.81,75.69,8.16,45.08,58.72,0.01,87.58
51440.1,0.11,61.43,0.87,0.05,0.03,7.45,0.89,1073412058,59.41,6.19,0.16,85.35,55.15,4.58,83.57,6.79,68.26,52.97,0.09,64.84
35797.0,0.32,53.09,1.0,0.25,0.23,4.11,0.68,655606742,46.69,8.7,0.99,58.07,44.13,9.55,80.79,6.44,53.23,12.3,0.9,51.51
37833.13,0.54,81.49,0.22,0.0,0.31,7.08,0.71,1419912267,58.12,5.37,0.22,69.98,39.19,9.19,43.94,3.56,66.35,37.27,0.54,96.97
59900.11,0.86,55.15,0.15,0.45,0.22,10.8,0.54,1037774395,60.29,4.88,0.16,52.57,22.13,5.33,64.43,3.41,78.24,15.5,0.79,72.94
36718.62,0.24,54.75,0.69,-0.12,0.29,16.73,0.94,848840383,73.24,5.97,0.22,57.41,32.22,4.15,95.05,6.82,52.82,31.33,0.03,97.2
49883.78,0.05,58.12,0.85,0.05,0.61,13.13,0.75,1174102175,61.1,4.64,0.97,62.16,30.24,2.82,39.51,4.88,50.33,73.55,0.27,62.98
59402.18,0.79,81.67,0.58,-0.05,0.33,9.53,0.71,235826128,32.48,6.69,0.48,83.31,24.7,7.52,45.73,6.27,92.2,22.42,0.04,56.58
10779.19,0.54,61.48,0.74,0.26,0.77,15.21,0.58,684038181,46.47,8.18,0.2,45.59,54.17,6.54,44.22,6.95,82.59,41.77,0.75,71.86
9312.22,0.74,76.49,0.66,-0.06,0.15,11.78,0.73,73573711,77.89,8.74,0.82,90.78,44.68,7.66,80.34,5.64,52.38,54.67,0.87,93.0
36595.16,0.76,53.59,0.88,0.07,0.85,5.54,0.61,773795072,85.48,8.1,0.86,57.93,56.17,9.07,57.96,4.93,48.33,48.57,0.29,64.87
3560.4,0.53,58.2,0.83,-0.19,0.93,14.79,0.72,1095840375,57.72,4.79,0.57,62.04,22.47,8.73,50.72,7.52,48.93,10.71,0.9,81.6
39690.86,0.15,71.87,0.36,0.19,0.83,3.78,0.96,1422079081,54.45,8.24,0.01,78.13,57.2,5.43,32.99,7.19,46.61,27.56,0.79,92.1
46996.91,0.84,84.05,0.93,-0.12,0.74,8.73,0.83,1250540575,83.54,7.53,0.19,82.88,30.65,7.38,96.68,8.85,64.18,69.48,0.3,52.11
26568.65,0.1,74.82,0.77,0.47,0.29,5.31,0.85,167270979,66.09,7.83,0.32,49.47,31.29,3.56,98.94,4.19,43.28,42.82,0.44,65.91
22485.02,0.97,79.66,0.47,0.21,0.22,16.26,0.58,553433929,65.13,8.11,0.39,85.09,31.21,5.87,78.44,3.1,42.58,46.21,0.45,86.56
53806.93,0.02,60.96,0.23,0.26,0.39,15.45,0.89,166347084,39.25,7.94,0.9,83.97,38.38,3.11,31.25,4.2,53.89,36.18,0.93,95.3
12021.67,0.61,52.26,0.67,-0.12,0.7,12.4,0.68,1020740261,78.41,4.74,0.95,69.45,37.97,6.56,43.01,8.7,85.49,45.0,0.69,95.87
16147.75,0.65,70.65,0.29,-0.16,0.52,2.56,0.75,256063374,35.37,4.05,0.7,85.68,38.74,2.4,77.52,7.14,76.34,32.99,0.17,70.44
36808.41,0.35,82.61,0.21,0.3,0.39,6.47,0.99,205134252,63.82,5.89,0.64,41.71,54.78,7.49,50.84,4.94,40.97,67.82,0.97,68.5
41924.46,0.4,50.38,0.62,0.08,0.13,16.03,0.72,1115041095,86.59,4.59,0.78,75.99,23.34,5.16,85.96,8.36,90.89,59.89,0.43,57.83
25269.43,0.56,51.1,0.53,0.21,0.69,6.27,0.96,511201347,74.56,8.06,0.16,66.37,31.64,8.25,86.63,6.8,50.58,45.69,0.53,55.59
23275.18,0.26,84.94,0.15,0.44,0.88,8.69,0.65,796419385,82.13,5.32,0.85,60.23,49.41,8.0,38.71,7.0,65.78,11.67,0.37,62.06
47392.26,0.9,65.18,0.49,0.3,0.7,8.17,0.68,1311388891,53.31,8.17,0.79,77.31,28.98,9.3,70.36,3.27,53.82,58.07,0.92,50.85
40897.79,0.36,72.1,0.73,0.42,0.36,19.94,0.8,624743802,35.58,6.98,0.36,92.47,21.77,8.03,91.96,3.28,63.96,33.76,0.21,82.02
30853.02,0.32,67.76,0.32,-0.18,1.0,13.83,0.68,357582825,46.19,6.5,0.02,97.48,42.03,4.15,66.5,6.26,75.52,24.49,0.81,80.96
13686.33,0.88,84.69,0.78,-0.11,0.58,3.08,0.85,1309166285,60.99,8.44,0.42,49.97,48.76,7.21,75.82,8.72,92.75,60.61,0.9,91.22
59899.89,0.87,81.94,0.7,0.41,0.13,12.0,0.7,1074403477,81.94,5.74,0.09,63.22,55.82,5.4,63.14,5.54,94.38,63.14,0.39,89.32
14157.75,0.75,81.94,0.63,0.05,0.54,17.5,0.54,1477001741,54.75,8.74,0.98,92.87,20.83,5.47,98.45,3.05,47.99,30.33,0.28,65.41
54673.38,0.12,72.71,0.31,0.38,0.33,11.72,0.72,127691035,73.2,7.4,0.3,70.22,22.92,9.61,83.22,3.64,91.61,49.44,0.93,81.41
13788.7,0.96,78.09,0.09,0.27,0.24,5.15,0.8,756966622,68.56,8.77,0.76,62.88,52.58,7.42,86.35,3.97,91.57,50.16,0.35,88.5
28680.8,0.65,71.64,0.66,-0.13,0.84,7.37,0.65,1372145893,53.35,5.27,0.48,64.87,46.2,8.27,69.92,5.59,74.11,34.95,0.85,58.4
21619.63,0.0,77.08,0.02,0.23,0.11,5.52,0.92,723279167,83.67,4.36,0.66,76.25,48.27,9.21,64.34,7.0,94.74,57.38,0.94,74.98
4566.37,0.51,63.49,0.53,0.36,0.75,9.54,0.76,1247974009,42.67,8.79,0.48,87.02,26.5,3.61,82.67,7.83,88.21,20.54,0.89,61.26
35574.97,0.63,54.65,0.48,-0.18,0.7,15.1,0.57,845534733,40.14,7.12,0.64,67.08,24.65,2.45,70.16,3.69,41.43,12.58,0.85,68.68
50538.13,0.61,81.7,0.32,-0.11,0.36,4.28,0.54,897326567,37.05,7.12,0.07,85.05,21.14,6.81,30.99,6.2,69.51,14.46,0.29,76.35
58517.48,0.23,53.73,0.93,0.32,0.19,5.93,0.83,147598625,36.03,6.62,0.49,88.94,30.05,6.68,43.94,3.12,73.39,55.23,0.74,58.89
51538.48,0.11,76.44,0.39,-0.09,0.8,15.28,0.97,33199693,48.0,8.89,0.94,84.12,54.94,6.1,48.47,7.02,64.73,19.94,0.58,82.68
34352.05,0.55,81.39,0.99,0.04,0.27,8.28,0.53,56218573,72.73,5.04,0.9,42.47,23.06,5.72,69.54,4.9,74.79,24.54,0.79,68.83
6502.35,0.95,54.94,0.66,-0.05,0.88,3.52,0.68,778205654,43.75,6.99,0.22,87.46,40.62,5.94,41.26,4.13,91.33,76.42,0.34,53.22
5771.32,0.02,60.23,0.9,0.37,1.0,17.84,0.81,534234744,85.3,8.18,0.08,51.42,21.98,5.52,63.79,3.7,70.89,20.25,0.06,85.81
57971.92,0.38,52.62,0.24,0.26,0.64,13.35,0.85,187930483,56.33,8.03,0.82,99.02,50.13,6.08,47.32,6.83,52.44,77.63,0.43,96.45
45780.2,0.15,61.27,0.32,0.3,0.35,3.27,0.93,936939107,79.59,8.41,0.77,87.88,34.97,6.37,88.38,5.79,84.81,26.92,0.39,71.34
55025.79,0.76,74.03,0.95,0.32,0.75,14.02,0.88,1016536273,44.87,5.77,0.18,96.49,27.91,5.63,87.22,8.0,68.11,28.97,0.13,69.69
54612.87,0.07,74.42,0.54,0.21,0.52,14.98,0.88,1182533108,43.59,4.67,0.36,51.25,47.75,8.94,36.35,4.26,88.24,40.92,0.19,91.28
7763.76,0.17,69.11,0.66,0.37,0.07,18.16,0.54,40509785,78.2,4.89,0.45,94.9,42.16,9.39,87.67,8.22,92.97,77.33,0.59,74.17
51176.72,0.78,80.22,0.74,-0.13,0.59,17.49,0.91,106220329,86.19,8.78,0.37,80.13,42.52,8.37,67.24,3.24,70.83,27.18,0.79,60.58
14637.28,0.88,79.1,0.44,0.02,0.72,2.22,0.5,583273784,81.62,7.73,0.1,58.12,49.5,2.56,98.65,8.17,86.77,53.23,0.23,84.29
29077.66,0.72,61.05,0.49,-0.1,0.57,9.62,0.66,1179519959,46.88,5.62,0.53,42.47,33.36,5.72,63.21,6.62,59.57,37.08,0.39,65.59
26173.76,0.01,62.82,0.73,0.16,0.11,19.91,0.83,1406465582,39.08,5.64,0.22,58.25,28.91,7.51,82.05,8.53,48.58,75.54,0.15,56.59
45106.9,0.08,55.98,0.61,0.42,0.43,19.31,0.84,919317165,43.27,5.88,0.75,62.01,22.85,6.88,51.92,6.04,83.68,64.29,0.57,59.75
36073.96,0.11,82.98,0.62,-0.08,0.02,4.85,0.89,1140297176,64.86,7.89,0.04,52.44,21.2,7.67,89.99,4.18,63.59,36.26,0.49,82.36
15911.82,0.36,82.07,0.3,-0.13,0.09,19.67,0.76,256242708,77.43,6.56,0.4,83.94,28.8,6.46,99.88,3.89,42.93,67.83,0.44,72.23
19276.11,0.66,73.86,0.44,-0.18,0.16,15.47,0.68,985967295,31.33,5.03,0.01,57.78,26.5,6.13,39.26,6.67,73.61,35.37,0.99,60.54
44453.16,0.81,82.46,0.54,-0.11,0.31,15.28,0.63,222014579,86.87,7.66,0.76,81.17,34.13,8.18,84.34,4.63,53.65,37.08,0.05,68.79
5032.55,0.19,74.73,1.0,-0.17,0.39,7.83,0.78,1250033261,62.32,4.11,0.28,41.77,57.2,3.11,90.93,4.27,93.84,39.07,0.34,88.27
36571.62,0.78,66.68,0.62,0.14,0.15,5.95,0.75,1455392646,32.29,4.44,0.69,44.66,33.35,8.67,81.36,6.9,71.22,30.52,0.13,71.75
50789.21,0.83,52.15,0.75,-0.05,0.15,12.88,0.99,1347072467,57.23,6.54,0.66,42.32,59.09,4.95,36.38,8.9,65.19,51.42,0.41,71.8
52449.75,0.21,78.29,0.82,0.38,0.86,13.64,0.6,559783597,86.34,8.82,0.71,99.41,54.45,3.93,39.6,5.36,55.73,12.93,0.33,55.05
34590.78,0.74,50.02,0.76,0.42,0.69,19.7,1.0,1024454393,62.28,5.37,0.08,68.77,49.33,9.13,66.65,4.57,91.19,56.15,0.02,95.89
53852.13,0.8,55.28,0.14,0.21,0.36,4.69,0.73,227594669,35.73,4.07,0.9,77.99,47.59,3.72,44.05,7.93,43.51,24.48,0.97,50.11
31915.6,0.77,67.48,0.97,0.22,0.74,3.46,0.83,372210607,49.07,4.75,0.89,94.72,27.28,9.12,91.99,4.31,66.81,12.11,0.81,73.16
11043.75,0.14,70.4,0.01,0.47,0.55,18.36,0.64,302751959,68.89,5.6,0.27,88.79,54.13,8.43,42.56,4.53,91.41,21.67,0.04,54.3
50534.44,0.93,77.22,0.52,0.15,0.84,10.59,0.74,242824572,65.03,7.4,0.89,52.52,40.9,6.49,66.2,7.53,82.41,19.67,0.17,69.09
7960.76,0.5,58.83,0.09,0.36,0.15,7.31,0.83,253974546,32.81,5.18,0.95,41.97,54.39,9.38,41.92,3.75,70.32,63.64,0.92,80.25
28961.27,0.99,59.78,0.61,0.05,0.05,17.8,0.84,551409563,86.47,7.48,0.99,78.02,53.3,3.54,69.11,4.4,56.82,24.96,0.36,79.43
34560.31,0.46,69.66,0.19,0.36,0.75,8.4,1.0,96808551,49.87,7.02,0.78,43.61,56.55,9.32,80.1,3.24,79.33,52.45,1.0,72.18
53505.93,0.76,63.91,0.19,0.1,0.86,18.84,0.66,150061796,36.01,7.09,0.49,49.48,22.18,6.61,89.19,4.23,70.51,28.94,0.67,97.99
20416.66,0.3,78.07,0.79,0.37,0.83,13.24,0.54,1243552273,74.45,7.88,0.55,94.37,47.63,5.24,53.51,8.43,61.24,38.78,0.18,60.8
17165.45,0.59,75.1,0.21,0.42,0.57,4.15,0.95,508793959,68.49,4.71,0.47,48.4,44.98,7.83,59.56,7.49,73.01,65.49,0.25,60.75
59171.74,0.72,83.69,0.21,-0.13,0.21,8.08,1.0,227007524,82.76,4.26,0.69,61.63,43.59,3.92,72.13,8.75,77.16,71.68,0.85,87.5
38102.77,0.39,59.3,0.37,0.33,0.07,14.21,0.55,254574289,89.25,4.1,0.15,80.96,21.53,4.59,64.99,8.44,67.36,13.84,0.06,89.12
7722.35,0.54,80.87,0.77,0.35,0.67,18.49,0.7,850549378,77.43,7.9,0.99,84.17,27.02,8.39,68.8,8.8,69.93,53.56,0.01,57.22
46579.06,0.75,51.31,0.55,0.3,0.04,3.04,0.66,1122480042,70.28,4.2,0.2,90.9,48.53,7.07,89.0,6.03,42.93,69.28,0.57,82.81
7692.22,0.44,58.49,0.53,0.49,0.67,13.88,0.72,1075480992,53.29,8.15,0.03,52.97,46.48,6.41,73.99,4.12,42.04,21.01,1.0,81.02
39871.25,0.75,75.57,0.64,0.16,0.33,3.27,0.85,333669217,43.97,7.76,0.75,62.76,25.93,7.62,60.23,6.23,57.6,69.89,0.24,89.94
58657.25,0.2,72.39,0.34,0.16,0.04,7.31,0.67,691309994,49.9,7.5,0.22,65.35,47.66,4.3,74.33,8.48,73.39,61.18,0.04,90.61
8621.85,0.41,56.95,0.21,0.4,0.41,7.26,0.65,1390917255,45.89,7.51,0.68,94.34,47.31,2.04,82.93,6.97,64.6,15.93,0.49,85.49
40025.01,0.46,59.48,0.54,0.17,0.34,4.89,0.74,954841460,80.57,7.76,0.59,70.44,44.68,2.46,40.73,3.52,75.14,25.87,0.71,96.84
17543.26,0.39,76.13,0.79,0.05,0.14,18.46,0.86,977901119,54.21,7.64,0.59,90.16,21.25,6.72,69.75,8.5,93.47,36.34,0.73,83.3
20997.24,0.36,77.2,0.73,0.26,0.82,11.55,0.66,687085652,72.88,5.9,0.78,75.07,50.29,6.08,71.04,3.67,51.95,21.96,0.12,90.98
9303.86,0.63,77.14,0.32,0.17,0.96,11.62,0.54,148110449,34.41,8.81,0.78,57.08,35.58,9.6,57.53,3.14,50.42,45.53,0.27,73.57
12705.64,0.66,80.35,0.61,-0.06,0.89,17.66,0.67,150604716,37.73,5.92,0.83,78.37,55.98,3.86,91.05,8.06,74.55,41.22,0.86,79.52
50450.8,0.02,65.6,0.01,-0.02,0.77,6.5,0.74,395692022,77.6,8.66,0.47,63.21,35.81,9.9,62.4,3.43,73.88,49.53,0.45,75.17
21721.8,0.97,67.92,0.01,0.35,0.71,5.05,0.96,539888041,68.05,4.18,0.97,68.82,59.31,3.79,85.68,5.69,54.08,66.67,0.4,56.47
6807.82,0.24,70.29,0.4,0.4,0.16,9.99,0.74,837445199,58.71,8.54,0.85,41.95,50.27,2.82,66.84,5.67,73.46,74.0,0.17,68.23
4837.71,0.33,57.6,0.69,0.12,0.7,11.26,0.99,135249424,75.6,5.73,0.84,61.84,40.83,6.61,57.51,4.19,77.32,52.32,0.3,92.2
11698.23,0.87,75.6,0.25,0.02,0.88,10.2,0.66,1160404274,86.84,6.87,0.05,47.76,27.83,9.93,69.43,4.98,84.25,60.53,0.61,78.82
59009.74,0.43,62.09,0.25,0.02,0.46,17.49,0.62,586056162,44.67,4.24,0.78,96.98,27.62,5.65,72.68,6.93,50.03,52.27,0.37,56.47
35264.9,0.82,56.48,0.23,-0.17,0.78,18.54,1.0,389566496,56.41,5.38,0.25,41.98,51.11,3.49,98.28,3.59,79.39,76.75,0.28,94.9
51311.07,0.2,68.51,0.58,0.43,0.61,18.13,0.65,1059058109,55.74,6.28,0.26,76.03,33.83,5.87,65.09,3.4,70.93,51.14,0.1,55.65
32512.0,0.91,50.65,0.87,0.06,0.14,2.22,0.67,883821316,35.08,7.41,0.05,49.46,35.99,7.37,45.6,6.75,51.77,54.66,0.47,78.12
4787.53,0.49,79.56,0.38,0.07,0.58,17.73,0.58,108070924,50.63,7.51,0.64,42.9,20.88,3.52,93.48,5.7,74.65,42.83,0.22,80.39
30798.41,0.97,54.49,0.58,0.13,0.58,3.89,0.7,583381592,60.35,7.22,0.12,54.62,25.51,5.51,53.79,7.91,54.17,63.72,0.48,54.58
7930.26,0.94,54.25,0.99,0.24,0.9,4.26,0.66,689559620,76.78,8.39,0.16,98.0,45.23,8.54,77.19,6.81,64.69,55.6,0.54,74.76
35956.7,0.69,69.55,0.59,-0.1,0.56,5.59,0.88,313491008,70.48,8.53,0.27,84.08,42.7,5.54,64.32,3.62,62.85,15.98,0.87,57.02
35984.3,0.61,64.51,0.74,0.19,0.4,6.11,0.84,384491288,61.79,7.19,0.77,50.4,27.65,6.29,87.69,3.53,51.56,65.24,0.91,78.13
19054.36,0.65,68.21,0.24,0.07,0.68,6.66,0.53,878101099,31.94,7.78,0.86,97.26,22.39,2.23,35.78,3.6,50.06,12.25,0.2,67.61
33623.5,0.49,78.63,0.92,0.18,0.55,7.02,0.52,36609039,76.41,8.53,0.77,98.29,26.45,5.4,59.18,5.6,71.77,69.85,0.98,88.36
59192.69,0.07,58.87,0.91,0.41,0.93,19.95,0.8,809722632,48.44,8.82,0.5,52.24,58.69,7.23,41.65,4.11,87.94,77.02,0.41,70.92
51095.18,0.39,64.33,0.45,-0.11,0.7,3.32,0.89,797762737,82.95,4.52,0.38,70.84,59.84,8.7,66.12,3.43,52.17,34.42,0.24,62.02
38556.12,0.26,64.55,0.39,0.22,0.07,18.85,0.9,1234431954,78.7,7.73,0.14,65.51,58.37,4.55,74.64,4.23,92.2,21.18,0.88,60.95
9992.01,0.68,81.5,0.23,0.01,0.37,18.49,0.91,640222774,82.15,4.4,0.84,46.75,39.71,3.24,87.06,3.98,52.27,63.72,0.18,79.85
11089.64,0.47,68.8,0.5,-0.14,0.01,16.51,0.74,120244048,72.42,6.92,0.69,66.63,23.56,5.21,59.31,7.72,89.97,26.17,0.95,72.24
20315.22,0.1,74.03,0.09,0.23,0.62,14.57,0.56,655773855,87.37,8.63,0.91,89.22,31.26,4.8,78.69,4.22,68.28,61.32,0.24,55.93
4294.46,0.35,68.42,0.36,0.27,0.42,17.27,0.92,1280129799,89.51,5.7,0.96,61.1,23.39,4.41,59.38,7.21,43.74,24.24,0.68,90.15
20689.18,0.45,79.28,0.95,0.34,0.61,11.19,0.96,742708387,83.45,5.67,0.42,50.4,40.53,3.21,39.63,6.1,49.88,50.29,0.36,97.27
5264.05,0.55,54.88,0.53,0.03,0.7,4.36,0.5,867574791,32.01,7.57,0.63,41.81,21.49,6.72,82.3,6.39,40.26,25.58,0.97,75.41
7699.72,0.06,60.86,0.73,0.5,0.36,18.0,0.87,615055533,59.21,7.91,0.12,74.0,56.93,6.32,97.89,5.87,78.73,75.14,0.45,93.8
25353.02,0.5,60.97,0.75,-0.11,0.49,18.0,0.81,752677822,47.21,8.35,0.93,70.75,38.99,3.48,50.24,7.42,51.76,54.61,0.12,96.93
31685.31,0.27,65.01,0.58,-0.01,0.51,17.57,0.65,1402051609,61.23,7.69,0.43,65.47,28.71,4.15,50.88,6.56,86.93,78.18,0.07,87.2
19280.55,0.68,59.32,0.85,0.36,0.02,17.35,0.86,1288306050,83.45,5.49,0.53,67.05,23.82,2.4,39.73,7.52,81.08,43.11,0.1,51.3
51258.37,0.63,80.72,0.25,0.5,0.51,18.05,0.58,1460630699,50.55,8.29,0.67,95.29,42.59,2.79,76.38,5.45,40.83,44.51,0.98,63.15
13294.64,0.25,69.14,1.0,0.12,0.91,8.12,0.6,460409940,86.83,8.58,0.62,91.54,27.02,9.65,37.7,8.14,93.25,76.71,0.33,88.45
29806.23,0.85,80.86,0.78,-0.01,0.69,6.28,0.95,1335346797,38.97,8.01,0.12,77.33,24.32,5.53,38.2,4.02,41.11,15.67,0.03,76.07
42318.07,0.36,54.41,0.14,-0.14,0.73,10.81,0.93,397619807,84.33,4.19,0.24,86.86,44.52,6.27,61.35,7.26,89.88,23.79,0.09,95.45
34612.57,0.71,77.14,0.34,0.0,0.63,6.79,0.96,29976982,30.53,7.9,0.11,76.38,22.4,4.25,87.31,4.58,78.72,33.54,0.62,59.02
6210.45,0.54,62.04,0.4,-0.15,0.52,7.43,0.83,600772365,55.31,4.52,0.27,52.86,49.05,8.26,46.34,8.03,73.4,25.07,0.81,52.26
