GDP_per_Capita,Healthy_Life_Expectancy,Freedom,Generosity,Unemployment_Rate,Education_Index,Population,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Political_Stability
15793.18,67.15,0.99,0.35,5.49,0.59,372463095,6.59,0.35,41.76,56.0,7.42,0.84
41985.65,65.72,0.23,-0.03,13.84,0.6,41363850,8.8,0.86,65.72,50.56,4.95,0.54
21348.46,71.33,0.9,0.36,10.38,0.52,610599656,6.8,0.64,82.12,46.63,9.04,0.61
10682.75,77.39,0.5,0.46,13.67,0.95,654461721,6.32,0.55,98.11,28.28,4.33,0.6
5944.7,55.91,0.03,0.27,2.09,0.58,546189437,5.74,0.86,84.62,37.0,3.47,0.08
48535.4,68.68,0.67,0.18,5.77,0.57,513159383,5.1,0.87,64.0,54.73,5.26,0.72
53507.99,74.85,0.06,0.25,18.55,0.79,58782278,6.14,0.25,50.3,41.5,8.25,0.85
16972.64,70.45,0.89,-0.18,14.43,0.8,8207571,4.2,0.34,77.16,34.56,4.61,0.97
6844.33,54.77,0.11,0.21,8.32,0.96,758686189,8.66,0.46,81.82,54.65,5.84,0.4
46076.74,81.28,0.33,0.27,12.36,0.94,508643657,8.29,0.57,52.05,57.93,8.09,0.16
3059.45,77.4,0.33,-0.01,7.67,0.82,86373554,5.1,0.4,75.11,44.96,8.13,0.61
25251.51,80.3,0.33,-0.15,14.51,0.89,1404722112,7.19,0.36,86.12,49.75,6.91,0.06
23758.21,71.36,0.86,0.18,3.75,0.73,1096122248,5.87,0.65,99.7,38.65,5.61,0.66
52627.04,83.81,0.36,0.28,10.79,0.88,643696900,5.77,0.13,73.92,47.0,8.78,0.86
58103.74,80.17,0.08,-0.15,4.23,0.52,304628330,7.52,0.14,42.27,39.8,2.06,0.12
40574.84,56.62,0.57,0.24,5.66,0.96,34272683,4.17,0.57,72.92,50.4,8.74,0.02
48758.92,63.92,0.9,-0.13,5.48,0.96,203763963,5.8,0.19,78.49,52.78,6.75,0.79
33316.51,51.68,0.12,0.46,3.15,0.86,395187613,4.81,0.87,53.84,41.28,4.8,0.2
51289.56,80.17,0.16,0.13,6.0,0.77,438546785,7.44,0.05,83.12,58.03,9.36,0.74
23515.64,57.54,0.95,-0.0,14.67,0.58,943669173,4.26,0.67,47.96,54.88,3.09,0.54
52621.07,59.06,0.29,-0.04,15.38,0.94,71164704,4.89,0.2,98.43,32.59,5.81,0.95
52623.65,50.42,0.16,0.45,5.0,0.55,726922433,7.52,0.91,73.32,44.86,9.13,0.66
18217.57,57.67,0.4,-0.14,14.04,0.78,1173545736,8.56,0.8,72.37,22.51,2.14,0.04
47921.94,80.95,0.95,0.04,3.72,0.92,162194593,5.29,0.62,91.69,23.41,4.19,0.11
9275.77,51.18,0.67,0.12,3.7,0.54,639987113,4.63,0.45,53.89,32.68,6.85,0.95
59290.98,55.24,0.47,0.49,15.02,0.74,993131207,5.22,0.73,75.71,48.78,9.94,0.73
14884.21,79.6,0.28,-0.19,9.88,0.59,174642121,5.39,0.9,75.15,58.16,5.56,0.62
53864.92,57.45,0.47,0.44,14.0,0.69,477152844,4.04,0.74,68.44,52.75,6.19,0.13
32078.24,51.87,0.33,0.24,6.92,0.74,1200309301,7.12,0.76,45.24,58.1,4.08,0.55
34136.32,80.31,0.96,0.03,19.3,0.78,610547358,7.18,0.83,85.21,51.56,5.51,0.47
16058.64,50.62,0.17,0.15,4.08,0.63,964343259,8.37,0.05,73.31,42.82,4.12,0.89
59268.15,55.54,0.24,0.3,17.78,0.54,642960546,4.74,0.92,74.94,54.4,9.13,0.75
59012.2,65.33,0.12,0.08,18.99,0.55,313019519,6.47,0.53,62.65,34.55,6.39,0.64
29977.32,76.41,0.61,-0.05,18.19,0.77,721006412,5.41,0.3,77.59,52.89,8.42,0.19
51482.03,51.52,0.67,-0.13,18.48,0.78,205454000,4.96,0.18,49.41,28.94,5.76,0.34
16726.46,60.19,0.71,0.17,2.51,0.85,671674315,5.67,0.97,91.52,36.02,9.7,0.52
56761.93,63.35,0.03,0.42,16.2,0.77,686989336,4.03,0.91,42.96,50.22,9.03,0.11
48866.04,69.91,0.9,-0.11,14.78,0.83,495862497,8.85,0.45,42.17,57.66,2.71,0.55
18153.89,71.84,0.94,-0.05,10.55,0.51,926128263,6.38,0.86,41.34,40.24,7.57,0.41
21321.86,65.17,0.93,0.02,2.66,0.58,868205373,5.26,0.92,58.95,56.85,4.91,0.04
45250.9,56.52,0.76,0.08,17.51,0.59,1082719973,6.77,0.23,89.37,38.74,5.23,0.72
45280.91,59.63,0.98,0.35,17.73,0.83,1242896623,4.89,0.29,74.02,50.65,7.51,0.1
36173.61,75.51,0.68,0.21,14.51,0.83,518662945,6.82,0.6,89.65,21.4,7.59,0.06
22919.65,82.26,0.07,-0.18,17.59,0.94,1115041845,7.58,0.66,74.72,49.99,8.07,0.71
56028.23,72.94,0.55,0.02,13.19,0.59,1408085612,4.07,0.52,66.86,37.7,6.34,0.78
38214.54,55.72,0.74,0.28,8.74,0.78,1163097834,6.29,0.21,62.73,56.21,5.6,0.11
24837.77,61.7,0.05,0.24,16.69,0.55,1412996362,8.89,0.93,81.13,59.68,3.98,0.18
46890.92,79.92,0.24,0.14,17.92,0.81,1170537732,6.67,0.08,91.1,26.77,7.01,0.56
24226.89,56.16,0.38,0.01,8.19,0.64,645294635,7.7,0.32,81.43,36.61,9.08,0.9
40239.57,84.45,0.76,0.27,11.69,0.63,52199720,4.2,0.99,90.04,38.86,5.13,0.62
55362.46,68.31,0.31,-0.09,4.48,0.64,705206745,5.42,0.76,75.5,58.76,5.3,0.23
22594.91,82.86,0.96,-0.05,9.94,0.56,1159232792,5.28,0.47,61.09,50.12,3.91,0.57
45018.85,55.35,0.77,0.08,14.25,0.66,260768198,6.16,0.92,60.6,42.87,4.91,0.14
31031.13,51.66,0.87,-0.12,8.4,0.81,25770245,6.49,0.83,73.29,58.19,8.03,0.36
21325.61,72.92,0.87,0.03,5.33,0.81,852006713,6.23,0.01,49.2,31.6,6.54,0.6
44553.32,83.03,0.01,-0.04,14.61,0.92,317528212,4.56,0.78,44.72,56.09,4.67,0.74
54277.06,55.52,0.31,-0.18,15.19,0.64,1245837103,7.58,0.12,42.57,44.71,2.88,0.71
59194.99,81.89,0.96,0.15,9.03,0.75,605440228,8.06,0.76,98.72,47.36,5.17,0.81
48095.05,61.58,0.18,-0.1,13.19,0.73,1155260116,6.83,0.06,72.2,43.63,5.07,0.57
54061.03,57.4,0.8,-0.04,7.31,0.65,442305997,7.2,0.25,44.38,37.37,4.36,0.95
1587.62,56.47,0.94,0.47,8.15,0.65,652583857,8.99,0.49,74.08,41.26,3.2,0.34
12112.47,76.53,0.24,0.15,11.22,0.72,775999313,5.16,0.15,99.76,24.27,8.74,0.34
40068.97,83.85,0.2,0.11,10.8,0.96,1420959568,5.55,0.51,83.2,42.83,6.0,0.67
54565.55,75.89,0.05,0.41,10.88,0.85,1355987683,6.81,0.68,70.75,58.74,7.45,0.42
10463.24,81.13,0.69,-0.12,3.15,0.89,1310178111,6.53,0.88,72.86,43.25,5.84,0.83
46230.74,70.9,0.75,-0.04,8.92,0.77,116481174,5.21,0.04,64.3,24.45,5.25,0.72
12465.25,59.76,0.74,0.11,12.45,0.97,499577904,8.5,0.26,54.85,20.68,4.81,0.82
51066.67,61.83,0.37,0.28,16.37,0.86,1488622898,7.05,0.17,64.64,30.38,5.08,0.46
45056.57,61.04,0.47,0.03,13.74,0.59,723004082,4.23,0.48,94.1,56.46,7.47,0.03
22062.04,55.0,0.94,0.28,10.29,0.74,658290951,8.43,0.81,79.85,50.72,8.97,0.45
6308.07,84.7,0.06,0.28,6.63,0.55,904814206,6.83,0.61,62.53,54.29,4.05,0.36
22207.26,52.1,0.08,0.03,9.82,0.6,1197994820,5.34,0.62,69.01,39.67,7.81,0.07
28803.79,69.32,0.43,0.15,11.55,0.92,823275045,8.36,0.29,90.07,37.85,5.91,0.58
47438.97,81.77,0.34,0.37,2.83,0.75,404028231,5.93,0.09,70.7,20.15,2.77,0.14
17443.73,72.11,0.63,0.43,7.67,0.61,1492283553,7.4,0.39,48.22,29.54,2.03,0.13
25305.62,72.67,0.67,0.4,4.95,0.72,1241893432,5.69,0.17,70.42,31.82,2.07,0.78
33387.38,79.62,0.29,0.32,15.14,0.99,643222517,8.1,0.67,63.96,37.95,7.32,0.25
19264.59,74.36,0.29,-0.08,8.27,0.72,692412710,8.55,0.29,80.44,51.44,5.27,0.83
18991.14,60.82,0.54,0.31,5.03,0.85,910725726,6.08,0.84,79.68,32.7,2.81,0.51
5710.03,57.17,0.84,0.45,11.28,0.69,709771515,7.0,0.73,65.75,59.04,5.77,0.79
46647.08,73.21,0.92,0.29,7.71,0.59,1422033166,8.89,0.67,94.62,39.66,4.04,0.73
16406.5,75.14,0.7,0.02,9.6,0.63,66518436,6.46,0.36,94.63,58.41,2.47,0.17
6913.68,60.41,0.72,0.26,6.97,0.55,245146532,8.26,0.79,81.14,33.71,6.26,0.5
48321.69,66.17,0.56,0.45,13.52,0.98,1123407268,7.4,0.74,73.76,33.62,6.92,0.32
47998.28,80.27,0.34,-0.1,12.72,0.74,1107610168,5.6,0.67,69.65,23.58,2.79,0.41
20598.23,58.61,0.94,0.28,13.45,0.99,847615255,7.84,0.01,56.69,35.83,7.19,0.73
39639.41,67.01,0.86,0.44,3.2,0.72,1420017775,5.23,0.51,57.28,31.29,2.82,0.42
41132.59,54.06,0.88,0.31,7.49,0.97,960498872,4.65,0.58,58.55,26.62,4.68,0.79
6940.92,58.46,0.33,0.35,4.79,0.63,628173376,6.17,0.53,96.68,51.38,9.15,0.8
12906.18,83.91,0.09,0.07,7.69,0.68,1367282923,5.72,0.41,65.01,43.26,4.65,0.77
59527.82,67.4,0.41,-0.06,7.68,0.51,1244280361,4.35,0.92,67.07,28.48,8.23,0.38
59538.13,83.63,0.77,0.32,6.11,0.97,496737323,8.27,0.87,72.73,44.7,3.97,0.8
32932.02,67.91,0.12,-0.06,18.24,1.0,479027233,5.41,0.62,53.87,49.7,9.72,0.82
35197.04,81.49,0.42,0.35,11.49,0.69,207381118,7.62,0.65,62.8,32.26,6.85,0.5
56927.11,80.11,0.56,0.25,19.64,0.92,831576810,7.94,0.71,98.54,51.23,4.35,0.63
58306.55,82.7,0.46,0.28,17.59,0.84,615635550,7.23,0.99,70.46,44.72,4.57,0.75
38287.49,51.7,0.56,0.45,13.83,0.96,758555147,6.0,0.4,85.16,46.82,5.48,0.28
53381.27,78.23,0.34,-0.02,9.91,0.65,910616979,8.5,0.21,70.05,55.21,9.06,0.99
41914.55,65.97,0.78,0.43,7.88,0.99,614435905,8.44,0.31,75.48,25.51,7.33,0.46
18854.71,84.89,0.11,-0.12,14.48,0.93,540093414,6.56,0.91,42.9,54.94,8.64,0.26
22465.68,62.62,0.98,0.08,5.07,0.58,1209743276,5.14,0.9,82.55,48.0,8.58,0.16
44103.41,66.9,0.26,0.49,12.37,0.77,70764560,5.02,0.68,94.11,52.78,6.81,0.1
58612.48,74.23,0.34,0.44,12.62,0.57,1190700957,7.95,0.75,65.08,28.46,8.1,0.7
47866.79,60.39,0.37,0.3,5.78,0.79,180253517,6.7,0.37,94.37,33.91,4.19,0.93
20970.35,75.1,0.38,-0.19,11.66,0.75,1313597476,7.94,0.37,61.26,49.0,8.57,0.3
48702.28,64.49,0.81,0.32,8.46,0.56,266432594,7.92,0.97,69.19,50.35,9.15,0.37
33775.6,80.21,0.58,-0.07,17.84,0.81,1365845276,5.72,0.8,66.07,24.94,9.24,0.2
42828.29,81.67,0.67,-0.08,15.94,0.57,877039202,6.21,0.81,53.76,54.61,8.87,0.62
26166.62,72.82,0.0,-0.04,5.07,0.95,798241367,5.47,0.79,57.21,25.59,8.02,0.7
45768.85,57.74,0.59,0.13,5.3,0.66,10042726,4.95,0.81,63.91,44.6,5.69,0.91
50138.09,56.71,0.26,0.37,3.92,0.73,989865326,7.65,0.01,58.82,31.91,5.43,0.77
56502.31,50.8,0.71,-0.2,7.0,0.54,445325420,6.81,0.71,91.68,21.05,7.23,0.12
19339.92,56.87,0.01,-0.01,6.63,0.89,1478865415,4.15,0.65,91.84,34.36,8.79,0.79
36925.39,55.62,0.82,0.38,13.35,0.82,1320722144,4.89,0.78,48.76,43.02,8.17,0.4
48540.07,50.39,0.69,0.09,15.99,0.9,1246768860,6.54,0.39,75.29,55.01,2.97,0.56
16859.03,74.82,0.82,0.01,7.9,0.91,180791624,6.73,0.66,57.58,22.35,4.81,0.02
30489.51,71.51,0.49,0.12,7.42,0.84,228446294,6.06,0.84,70.68,28.77,3.56,0.77
22468.94,76.76,0.05,0.28,3.77,0.53,1261984500,4.88,0.52,60.22,21.72,5.81,0.51
6072.45,77.72,0.63,0.18,18.47,0.6,1290046343,5.66,0.77,50.6,42.84,6.42,0.76
31981.04,53.27,0.83,0.21,6.02,0.93,1025153895,6.34,0.52,69.64,44.02,2.41,0.86
27531.11,78.21,0.43,0.01,2.49,0.89,381941671,7.23,0.59,87.35,33.26,5.76,0.37
46528.42,69.03,0.46,0.12,16.57,0.83,1182280280,8.46,0.79,58.15,45.1,6.92,0.58
35273.92,74.38,0.85,-0.04,16.09,0.67,303662423,7.68,0.55,59.35,39.12,6.36,0.93
29916.58,84.24,0.34,0.27,9.53,0.97,1444851925,4.53,0.9,74.59,28.0,7.42,0.84
30959.27,77.12,0.67,0.03,19.29,0.5,433961912,4.79,0.09,68.24,23.0,8.69,0.69
10889.24,58.94,0.12,-0.05,15.39,0.66,881023177,8.99,0.88,52.0,42.63,8.03,0.29
34174.67,79.59,0.53,0.42,17.74,0.57,1333338390,7.41,0.52,42.12,23.8,2.54,0.23
32856.95,79.03,0.68,-0.14,16.38,0.95,94441545,6.79,0.94,64.1,45.52,5.1,0.37
1954.0,78.66,0.95,-0.12,6.45,0.7,1034560271,8.2,0.24,59.92,28.75,6.74,0.23
31754.98,59.62,0.2,0.26,6.23,0.67,526906254,4.2,0.57,66.92,35.73,2.17,0.29
17797.18,71.13,0.96,0.32,4.65,0.92,788901146,5.19,0.65,68.66,41.23,9.48,0.48
8123.56,65.62,0.03,-0.02,13.88,0.64,956253806,7.19,0.79,46.41,23.27,2.56,0.22
45761.76,77.48,0.11,0.46,15.42,0.61,507822101,4.47,0.75,48.85,22.06,4.97,0.06
26067.21,63.51,0.01,0.22,11.05,0.69,377235795,6.3,0.5,93.26,35.88,3.66,0.59
31305.51,79.29,1.0,0.24,12.6,0.51,1276270292,6.5,0.62,90.91,21.74,4.03,0.95
25158.77,73.74,0.89,0.13,19.81,0.92,188363625,5.55,0.57,71.11,27.24,9.51,0.47
24514.08,79.61,0.05,0.19,2.78,0.51,1147040835,4.41,0.04,60.39,35.89,9.16,0.03
45998.48,55.13,0.74,0.35,19.18,0.79,581442896,8.42,0.7,83.74,35.66,2.67,0.84
17365.17,79.79,0.57,0.26,19.63,0.74,207379863,7.14,0.88,44.62,37.99,7.4,0.31
44882.27,64.17,0.81,0.48,19.43,0.63,317069911,4.28,0.22,99.0,46.41,9.81,0.73
52189.51,60.98,0.92,0.37,7.41,0.88,516565391,5.01,0.69,65.31,46.9,9.28,0.83
39427.87,69.73,0.34,0.41,10.43,0.71,435827158,4.03,0.4,97.35,54.28,9.43,0.32
49529.63,82.22,0.35,-0.16,2.37,0.56,336971142,4.5,0.31,94.54,49.97,2.12,0.92
12330.48,76.63,0.88,0.29,7.4,0.87,133836954,4.33,0.45,99.4,45.3,4.32,0.12
1565.55,82.03,0.3,0.24,2.45,0.53,985404613,6.77,0.56,91.11,50.07,9.54,0.43
42409.88,82.37,0.75,0.03,15.45,0.54,497232821,6.41,0.79,45.57,20.8,9.53,0.07
5363.83,74.19,0.46,0.11,10.76,0.79,1341916105,8.71,0.3,94.32,50.92,4.28,0.85
45596.57,55.57,0.6,0.49,14.86,0.8,245633699,4.97,0.34,44.59,49.99,3.06,0.41
57192.82,77.38,0.42,-0.04,17.86,0.69,236892400,6.68,0.81,86.82,34.4,6.82,0.6
30600.48,69.51,0.31,0.25,12.04,0.89,465057316,6.85,0.89,82.73,27.09,6.07,0.96
55534.66,56.31,0.7,0.18,9.93,0.79,1064264581,8.12,0.33,77.28,39.24,6.5,0.17
51225.65,60.37,0.89,0.26,3.69,0.86,855384368,5.78,0.32,82.87,38.61,8.05,0.79
28289.56,53.88,0.11,-0.17,14.31,0.57,533518416,5.9,0.76,66.67,49.47,8.53,0.29
28143.91,56.38,0.96,-0.13,10.15,0.71,1069756652,5.95,1.0,47.13,27.96,9.98,0.92
32920.79,54.21,0.62,-0.03,9.12,0.92,372954299,6.16,0.65,93.06,31.26,4.21,0.63
50138.49,56.69,0.42,0.03,2.04,0.98,737929924,6.3,0.73,80.36,36.57,4.54,0.18
8822.35,80.18,0.77,0.38,15.43,0.93,860428556,8.29,0.47,86.16,44.43,4.74,0.88
49050.73,80.49,0.77,0.31,2.49,0.91,1434173341,6.35,0.55,70.7,58.13,7.47,0.64
7728.97,52.21,0.11,0.09,2.77,0.99,1292415463,5.77,0.42,56.07,48.82,2.95,0.08
46141.58,80.19,0.41,0.47,12.62,0.65,9293122,8.49,0.94,85.8,20.8,3.36,0.03
44984.68,71.11,0.41,-0.05,14.98,0.52,1311940760,8.88,0.34,76.44,46.06,8.92,0.29
1427.89,75.3,0.89,0.16,13.08,0.59,171273807,4.44,0.82,74.47,20.83,2.03,0.46
16904.14,74.13,0.99,-0.12,13.98,0.73,443703681,8.0,0.45,92.66,28.3,2.29,0.76
14510.24,73.2,0.66,0.13,7.98,0.53,183003166,8.7,0.88,48.24,35.58,6.97,0.52
44888.05,73.06,0.45,0.05,8.62,0.6,990015852,7.77,0.19,54.87,46.79,9.29,0.17
5713.73,53.26,0.71,-0.02,4.95,0.69,1314847737,6.06,0.71,93.89,51.29,8.64,0.71
35736.81,67.19,0.66,-0.08,14.06,0.75,1429708573,6.99,0.24,85.99,49.6,6.45,0.25
18048.51,71.05,0.1,-0.15,16.4,0.98,272107499,5.54,0.29,57.17,27.52,2.68,0.98
57873.25,65.91,0.07,0.0,10.86,0.88,343079948,4.13,0.81,51.55,50.14,4.57,0.15
40805.77,55.43,0.82,0.3,11.78,0.94,738034058,5.22,0.03,97.54,48.33,2.67,0.07
34673.88,52.3,0.2,0.37,9.61,0.79,350440874,5.47,0.17,75.41,52.23,8.48,0.25
38526.38,64.94,0.96,0.14,9.24,0.68,317737472,6.97,0.72,52.04,36.34,8.28,0.01
12170.69,77.37,0.37,0.46,14.37,0.58,590951713,4.91,0.65,64.69,42.27,3.72,0.69
42468.2,56.78,0.05,0.35,19.59,0.79,726201377,6.95,0.95,84.8,32.39,3.7,0.24
57338.49,71.33,0.1,0.48,15.49,0.88,563009753,5.56,0.85,97.48,22.84,7.07,0.46
15399.74,83.98,0.93,0.4,5.69,0.68,827320161,6.83,0.59,69.84,24.2,7.49,0.87
54469.0,66.86,0.23,0.46,14.09,0.76,1148887350,6.09,0.91,42.22,54.8,9.16,0.88
47781.23,58.04,0.97,0.12,3.9,0.51,293956759,5.63,0.82,67.91,51.25,5.09,0.82
16387.7,51.62,0.95,-0.04,7.44,0.64,1434852008,8.45,0.09,62.34,20.61,3.21,0.01
56429.37,61.28,0.99,0.36,15.44,0.51,1298618473,8.3,0.22,51.96,57.84,8.81,0.01
51440.1,61.43,0.87,0.05,7.45,0.89,1073412058,6.19,0.16,85.35,55.15,4.58,0.09
35797.0,53.09,1.0,0.25,4.11,0.68,655606742,8.7,0.99,58.07,44.13,9.55,0.9
37833.13,81.49,0.22,0.0,7.08,0.71,1419912267,5.37,0.22,69.98,39.19,9.19,0.54
59900.11,55.15,0.15,0.45,10.8,0.54,1037774395,4.88,0.16,52.57,22.13,5.33,0.79
36718.62,54.75,0.69,-0.12,16.73,0.94,848840383,5.97,0.22,57.41,32.22,4.15,0.03
49883.78,58.12,0.85,0.05,13.13,0.75,1174102175,4.64,0.97,62.16,30.24,2.82,0.27
59402.18,81.67,0.58,-0.05,9.53,0.71,235826128,6.69,0.48,83.31,24.7,7.52,0.04
10779.19,61.48,0.74,0.26,15.21,0.58,684038181,8.18,0.2,45.59,54.17,6.54,0.75
9312.22,76.49,0.66,-0.06,11.78,0.73,73573711,8.74,0.82,90.78,44.68,7.66,0.87
36595.16,53.59,0.88,0.07,5.54,0.61,773795072,8.1,0.86,57.93,56.17,9.07,0.29
3560.4,58.2,0.83,-0.19,14.79,0.72,1095840375,4.79,0.57,62.04,22.47,8.73,0.9
39690.86,71.87,0.36,0.19,3.78,0.96,1422079081,8.24,0.01,78.13,57.2,5.43,0.79
46996.91,84.05,0.93,-0.12,8.73,0.83,1250540575,7.53,0.19,82.88,30.65,7.38,0.3
26568.65,74.82,0.77,0.47,5.31,0.85,167270979,7.83,0.32,49.47,31.29,3.56,0.44
22485.02,79.66,0.47,0.21,16.26,0.58,553433929,8.11,0.39,85.09,31.21,5.87,0.45
53806.93,60.96,0.23,0.26,15.45,0.89,166347084,7.94,0.9,83.97,38.38,3.11,0.93
12021.67,52.26,0.67,-0.12,12.4,0.68,1020740261,4.74,0.95,69.45,37.97,6.56,0.69
16147.75,70.65,0.29,-0.16,2.56,0.75,256063374,4.05,0.7,85.68,38.74,2.4,0.17
36808.41,82.61,0.21,0.3,6.47,0.99,205134252,5.89,0.64,41.71,54.78,7.49,0.97
41924.46,50.38,0.62,0.08,16.03,0.72,1115041095,4.59,0.78,75.99,23.34,5.16,0.43
25269.43,51.1,0.53,0.21,6.27,0.96,511201347,8.06,0.16,66.37,31.64,8.25,0.53
23275.18,84.94,0.15,0.44,8.69,0.65,796419385,5.32,0.85,60.23,49.41,8.0,0.37
47392.26,65.18,0.49,0.3,8.17,0.68,1311388891,8.17,0.79,77.31,28.98,9.3,0.92
40897.79,72.1,0.73,0.42,19.94,0.8,624743802,6.98,0.36,92.47,21.77,8.03,0.21
30853.02,67.76,0.32,-0.18,13.83,0.68,357582825,6.5,0.02,97.48,42.03,4.15,0.81
13686.33,84.69,0.78,-0.11,3.08,0.85,1309166285,8.44,0.42,49.97,48.76,7.21,0.9
59899.89,81.94,0.7,0.41,12.0,0.7,1074403477,5.74,0.09,63.22,55.82,5.4,0.39
14157.75,81.94,0.63,0.05,17.5,0.54,1477001741,8.74,0.98,92.87,20.83,5.47,0.28
54673.38,72.71,0.31,0.38,11.72,0.72,127691035,7.4,0.3,70.22,22.92,9.61,0.93
13788.7,78.09,0.09,0.27,5.15,0.8,756966622,8.77,0.76,62.88,52.58,7.42,0.35
28680.8,71.64,0.66,-0.13,7.37,0.65,1372145893,5.27,0.48,64.87,46.2,8.27,0.85
21619.63,77.08,0.02,0.23,5.52,0.92,723279167,4.36,0.66,76.25,48.27,9.21,0.94
4566.37,63.49,0.53,0.36,9.54,0.76,1247974009,8.79,0.48,87.02,26.5,3.61,0.89
35574.97,54.65,0.48,-0.18,15.1,0.57,845534733,7.12,0.64,67.08,24.65,2.45,0.85
50538.13,81.7,0.32,-0.11,4.28,0.54,897326567,7.12,0.07,85.05,21.14,6.81,0.29
58517.48,53.73,0.93,0.32,5.93,0.83,147598625,6.62,0.49,88.94,30.05,6.68,0.74
51538.48,76.44,0.39,-0.09,15.28,0.97,33199693,8.89,0.94,84.12,54.94,6.1,0.58
34352.05,81.39,0.99,0.04,8.28,0.53,56218573,5.04,0.9,42.47,23.06,5.72,0.79
6502.35,54.94,0.66,-0.05,3.52,0.68,778205654,6.99,0.22,87.46,40.62,5.94,0.34
5771.32,60.23,0.9,0.37,17.84,0.81,534234744,8.18,0.08,51.42,21.98,5.52,0.06
57971.92,52.62,0.24,0.26,13.35,0.85,187930483,8.03,0.82,99.02,50.13,6.08,0.43
45780.2,61.27,0.32,0.3,3.27,0.93,936939107,8.41,0.77,87.88,34.97,6.37,0.39
55025.79,74.03,0.95,0.32,14.02,0.88,1016536273,5.77,0.18,96.49,27.91,5.63,0.13
54612.87,74.42,0.54,0.21,14.98,0.88,1182533108,4.67,0.36,51.25,47.75,8.94,0.19
7763.76,69.11,0.66,0.37,18.16,0.54,40509785,4.89,0.45,94.9,42.16,9.39,0.59
51176.72,80.22,0.74,-0.13,17.49,0.91,106220329,8.78,0.37,80.13,42.52,8.37,0.79
14637.28,79.1,0.44,0.02,2.22,0.5,583273784,7.73,0.1,58.12,49.5,2.56,0.23
29077.66,61.05,0.49,-0.1,9.62,0.66,1179519959,5.62,0.53,42.47,33.36,5.72,0.39
26173.76,62.82,0.73,0.16,19.91,0.83,1406465582,5.64,0.22,58.25,28.91,7.51,0.15
45106.9,55.98,0.61,0.42,19.31,0.84,919317165,5.88,0.75,62.01,22.85,6.88,0.57
36073.96,82.98,0.62,-0.08,4.85,0.89,1140297176,7.89,0.04,52.44,21.2,7.67,0.49
15911.82,82.07,0.3,-0.13,19.67,0.76,256242708,6.56,0.4,83.94,28.8,6.46,0.44
19276.11,73.86,0.44,-0.18,15.47,0.68,985967295,5.03,0.01,57.78,26.5,6.13,0.99
44453.16,82.46,0.54,-0.11,15.28,0.63,222014579,7.66,0.76,81.17,34.13,8.18,0.05
5032.55,74.73,1.0,-0.17,7.83,0.78,1250033261,4.11,0.28,41.77,57.2,3.11,0.34
36571.62,66.68,0.62,0.14,5.95,0.75,1455392646,4.44,0.69,44.66,33.35,8.67,0.13
50789.21,52.15,0.75,-0.05,12.88,0.99,1347072467,6.54,0.66,42.32,59.09,4.95,0.41
52449.75,78.29,0.82,0.38,13.64,0.6,559783597,8.82,0.71,99.41,54.45,3.93,0.33
34590.78,50.02,0.76,0.42,19.7,1.0,1024454393,5.37,0.08,68.77,49.33,9.13,0.02
53852.13,55.28,0.14,0.21,4.69,0.73,227594669,4.07,0.9,77.99,47.59,3.72,0.97
31915.6,67.48,0.97,0.22,3.46,0.83,372210607,4.75,0.89,94.72,27.28,9.12,0.81
11043.75,70.4,0.01,0.47,18.36,0.64,302751959,5.6,0.27,88.79,54.13,8.43,0.04
50534.44,77.22,0.52,0.15,10.59,0.74,242824572,7.4,0.89,52.52,40.9,6.49,0.17
7960.76,58.83,0.09,0.36,7.31,0.83,253974546,5.18,0.95,41.97,54.39,9.38,0.92
28961.27,59.78,0.61,0.05,17.8,0.84,551409563,7.48,0.99,78.02,53.3,3.54,0.36
34560.31,69.66,0.19,0.36,8.4,1.0,96808551,7.02,0.78,43.61,56.55,9.32,1.0
53505.93,63.91,0.19,0.1,18.84,0.66,150061796,7.09,0.49,49.48,22.18,6.61,0.67
20416.66,78.07,0.79,0.37,13.24,0.54,1243552273,7.88,0.55,94.37,47.63,5.24,0.18
17165.45,75.1,0.21,0.42,4.15,0.95,508793959,4.71,0.47,48.4,44.98,7.83,0.25
59171.74,83.69,0.21,-0.13,8.08,1.0,227007524,4.26,0.69,61.63,43.59,3.92,0.85
38102.77,59.3,0.37,0.33,14.21,0.55,254574289,4.1,0.15,80.96,21.53,4.59,0.06
7722.35,80.87,0.77,0.35,18.49,0.7,850549378,7.9,0.99,84.17,27.02,8.39,0.01
46579.06,51.31,0.55,0.3,3.04,0.66,1122480042,4.2,0.2,90.9,48.53,7.07,0.57
7692.22,58.49,0.53,0.49,13.88,0.72,1075480992,8.15,0.03,52.97,46.48,6.41,1.0
39871.25,75.57,0.64,0.16,3.27,0.85,333669217,7.76,0.75,62.76,25.93,7.62,0.24
58657.25,72.39,0.34,0.16,7.31,0.67,691309994,7.5,0.22,65.35,47.66,4.3,0.04
8621.85,56.95,0.21,0.4,7.26,0.65,1390917255,7.51,0.68,94.34,47.31,2.04,0.49
40025.01,59.48,0.54,0.17,4.89,0.74,954841460,7.76,0.59,70.44,44.68,2.46,0.71
17543.26,76.13,0.79,0.05,18.46,0.86,977901119,7.64,0.59,90.16,21.25,6.72,0.73
